s_city_id,s_city,s_lat,s_lon,s_pop,s_country,s_Volume,e_city_id,e_City,e_lat,e_lon,e_pop,e_country,e_vol
238,Kankaanpää,61.807504,22.3149663,3275189.5,Finland,291099,1,Pori,61.807504,22.3149663,135862,Finland,1
